"block","observer","plot","visit","sampling_period","obs_year","dp_march","min_post_sunrise","species"
"ravsta","ses","plot_202","fourth","second","2017",68,267,"talge"
"ravsta","ses","plot_202","fourth","second","2017",68,264,"koltt"
"ravsta","ses","plot_202","fourth","second","2017",68,265,"bofik"
"ravsta","ses","plot_202","fourth","second","2017",68,267,"kungl"
"ravsta","ses","plot_202","fourth","second","2017",68,268,"tofss"
"hagaberg","ses","plot_204","fourth","second","2017",68,173,"tofss"
"hagaberg","ses","plot_204","fourth","second","2017",68,177,"bofik"
"hagaberg","ses","plot_204","fourth","second","2017",68,174,"gardg"
"hagaberg","ses","plot_204","fourth","second","2017",68,176,"svare"
"hagaberg","ses","plot_204","fourth","second","2017",68,176,"blams"
"stocksatra","jkn","plot_46","fourth","second","2017",68,163.816666666667,"talge"
"stocksatra","jkn","plot_46","fourth","second","2017",68,162.033333333333,"kungl"
"stocksatra","jkn","plot_46","fourth","second","2017",68,160.5,"rodhe"
"stocksatra","jkn","plot_49","fourth","second","2017",68,81.6166666666667,"svare"
"stocksatra","jkn","plot_49","fourth","second","2017",68,83.1833333333333,"koltt"
"stocksatra","jkn","plot_49","fourth","second","2017",68,83.8,"talge"
"sodersjon","jkn","plot_100","fifth","second","2018",68,342.083333333333,"talge"
"sodersjon","jkn","plot_100","fifth","second","2018",68,341.916666666667,"rodhe"
"orsjon","jkn","plot_116","fifth","second","2018",68,88.3166666666667,"talge"
"orsjon","jkn","plot_116","fifth","second","2018",68,88.5,"bofik"
"orsjon","jkn","plot_116","fifth","second","2018",68,92.2333333333333,"blams"
"sodersjon","jkn","plot_117","fifth","second","2018",68,177.483333333333,"bofik"
"sodersjon","jkn","plot_117","fifth","second","2018",68,180.066666666667,"talge"
"orsjon","jkn","plot_73","fifth","second","2018",68,61.1666666666667,"blams"
"orsjon","jkn","plot_73","fifth","second","2018",68,61.75,"rodhe"
"orsjon","jkn","plot_73","fifth","second","2018",68,64.7,"talge"
"orsjon","jkn","plot_73","fifth","second","2018",68,64.45,"bofik"
"orsjon","jkn","plot_74","fifth","second","2018",68,31.2333333333333,"blams"
"orsjon","jkn","plot_74","fifth","second","2018",68,31.0166666666667,"koltt"
"orsjon","jkn","plot_74","fifth","second","2018",68,29.75,"talge"
"orsjon","jkn","plot_74","fifth","second","2018",68,29.2833333333333,"minde"
"orsjon","jkn","plot_74","fifth","second","2018",68,30.25,"rodhe"
"orsjon","jkn","plot_75","fifth","second","2018",68,9.88333333333333,"tofss"
"orsjon","jkn","plot_75","fifth","second","2018",68,8.25,"svars"
"orsjon","jkn","plot_75","fifth","second","2018",68,8.43333333333333,"rodhe"
"orsjon","jkn","plot_75","fifth","second","2018",68,10.6166666666667,"koltt"
"orsjon","jkn","plot_79","fifth","second","2018",68,118.383333333333,"blams"
"sodersjon","jkn","plot_89","fifth","second","2018",68,200.516666666667,"blams"
"sodersjon","jkn","plot_89","fifth","second","2018",68,201.366666666667,"bofik"
"sodersjon","jkn","plot_89","fifth","second","2018",68,202.45,"svara"
"sodersjon","jkn","plot_89","fifth","second","2018",68,204.166666666667,"lovse"
"sodersjon","jkn","plot_89","fifth","second","2018",68,204.6,"rodhe"
"sodersjon","jkn","plot_90","fifth","second","2018",68,224.15,"rodhe"
"sodersjon","jkn","plot_90","fifth","second","2018",68,224.316666666667,"bofik"
"sodersjon","jkn","plot_90","fifth","second","2018",68,224.583333333333,"talge"
"sodersjon","jkn","plot_90","fifth","second","2018",68,224.766666666667,"gardg"
"sodersjon","jkn","plot_90","fifth","second","2018",68,225.75,"kungl"
"sodersjon","jkn","plot_90","fifth","second","2018",68,226.783333333333,"notva"
"sodersjon","jkn","plot_90","fifth","second","2018",68,228.033333333333,"blams"
"sodersjon","jkn","plot_91","fifth","second","2018",68,244.3,"svare"
"sodersjon","jkn","plot_91","fifth","second","2018",68,245.866666666667,"tofss"
"sodersjon","jkn","plot_94","fifth","second","2018",68,284.9,"bofik"
"sodersjon","jkn","plot_95","fifth","second","2018",68,264.683333333333,"talla"
"sodersjon","jkn","plot_95","fifth","second","2018",68,265.45,"trake"
"sodersjon","jkn","plot_98","fifth","second","2018",68,301.15,"koltt"
"sodersjon","jkn","plot_98","fifth","second","2018",68,303.083333333333,"blams"
"sodersjon","jkn","plot_99","fifth","second","2018",68,320.9,"kungl"
"sodersjon","jkn","plot_99","fifth","second","2018",68,322.05,"bofik"
"sodersjon","jkn","plot_99","fifth","second","2018",68,322.533333333333,"talge"
"sodersjon","jkn","plot_99","fifth","second","2018",68,323.433333333333,"notsa"
"ravsta","ses","plot_201","first","second","2018",8,221,"talge"
"ravsta","ses","plot_202","first","second","2018",8,146,"tofss"
"ravsta","ses","plot_202","first","second","2018",8,146,"bofik"
"ravsta","ses","plot_202","first","second","2018",8,143,"kungl"
"ravsta","ses","plot_202","first","second","2018",8,142,"koltt"
"ravsta","ses","plot_202","first","second","2018",8,142,"grona"
"ravsta","ses","plot_202","first","second","2018",8,143,"talge"
"ravsta","ses","plot_203","first","second","2018",8,90,"blams"
"ravsta","ses","plot_203","first","second","2018",8,91,"svars"
"ravsta","ses","plot_203","first","second","2018",8,87,"rodhe"
"ravsta","ses","plot_203","first","second","2018",8,87,"jarnv"
"ravsta","ses","plot_203","first","second","2018",8,88,"gardg"
"ravsta","ses","plot_203","first","second","2018",8,89,"stort"
"ravsta","ses","plot_210","first","second","2018",8,182,"bofik"
"ravsta","ses","plot_210","first","second","2018",8,186,"talge"
"ravsta","ses","plot_210","first","second","2018",8,186,"tofss"
"stenby","jkn","plot_119","third","second","2018",38,312.066666666667,"koltt"
"stenby","jkn","plot_119","third","second","2018",38,315.033333333333,"domhe"
"stenby","jkn","plot_119","third","second","2018",38,312.216666666667,"kungl"
"stenby","jkn","plot_119","third","second","2018",38,314.75,"grafe"
"stenby","jkn","plot_119","third","second","2018",38,314.316666666667,"svars"
"halsingdal","jkn","plot_120","third","second","2018",38,47.2833333333333,"talge"
"halsingdal","jkn","plot_121","third","second","2018",38,91.35,"bofik"
"halsingdal","jkn","plot_121","third","second","2018",38,95.4,"trake"
"halsingdal","jkn","plot_61","third","second","2018",38,116.016666666667,"svars"
"halsingdal","jkn","plot_62","third","second","2018",38,146.5,"trake"
"halsingdal","jkn","plot_62","third","second","2018",38,146.216666666667,"talge"
"halsingdal","jkn","plot_62","third","second","2018",38,145.983333333333,"blams"
"halsingdal","jkn","plot_62","third","second","2018",38,145.85,"kungl"
"halsingdal","jkn","plot_62","third","second","2018",38,146.766666666667,"bofik"
"halsingdal","jkn","plot_62","third","second","2018",38,145.633333333333,"rodhe"
"halsingdal","jkn","plot_62","third","second","2018",38,146.883333333333,"lovse"
"halsingdal","jkn","plot_62","third","second","2018",38,150.383333333333,"svars"
"halsingdal","jkn","plot_62","third","second","2018",38,149.516666666667,"gardg"
"halsingdal","jkn","plot_64","third","second","2018",38,68.5333333333333,"blams"
"halsingdal","jkn","plot_64","third","second","2018",38,69.6666666666667,"trake"
"halsingdal","jkn","plot_64","third","second","2018",38,69.9333333333333,"talge"
"halsingdal","jkn","plot_64","third","second","2018",38,72.2333333333333,"gardg"
"halsingdal","jkn","plot_65","third","second","2018",38,31.25,"tofss"
"halsingdal","jkn","plot_66","third","second","2018",38,1.86666666666667,"talge"
"halsingdal","jkn","plot_67","third","second","2018",38,171.283333333333,"talge"
"halsingdal","jkn","plot_67","third","second","2018",38,173.116666666667,"bofik"
"halsingdal","jkn","plot_68","third","second","2018",38,197.35,"svars"
"halsingdal","jkn","plot_68","third","second","2018",38,196.683333333333,"bofik"
"halsingdal","jkn","plot_68","third","second","2018",38,193.116666666667,"rodhe"
"halsingdal","jkn","plot_68","third","second","2018",38,193.8,"talla"
"halsingdal","jkn","plot_68","third","second","2018",38,194.033333333333,"gardg"
"halsingdal","jkn","plot_68","third","second","2018",38,193.6,"kungl"
"halsingdal","jkn","plot_69","third","second","2018",38,225.483333333333,"gardg"
"halsingdal","jkn","plot_69","third","second","2018",38,226.166666666667,"trake"
"halsingdal","jkn","plot_69","third","second","2018",38,226.816666666667,"trapa"
"stenby","jkn","plot_71","third","second","2018",38,289.516666666667,"svare"
"stenby","jkn","plot_71","third","second","2018",38,289.733333333333,"talge"
"stenby","jkn","plot_71","third","second","2018",38,290.083333333333,"bofik"
"stenby","jkn","plot_71","third","second","2018",38,290.45,"lovse"
"stenby","jkn","plot_71","third","second","2018",38,290.266666666667,"blams"
"stenby","jkn","plot_72","third","second","2018",38,334.766666666667,"no_obs"
"sodersjon","jkn","plot_100","fourth","second","2017",69,337.383333333333,"talge"
"sodersjon","jkn","plot_100","fourth","second","2017",69,337.6,"rodhe"
"sodersjon","jkn","plot_100","fourth","second","2017",69,337.766666666667,"lovse"
"sodersjon","jkn","plot_117","fourth","second","2017",69,47.9333333333333,"bofik"
"sodersjon","jkn","plot_117","fourth","second","2017",69,48.6166666666667,"ekore"
"sodersjon","jkn","plot_117","fourth","second","2017",69,48.1333333333333,"koltt"
"sodersjon","jkn","plot_117","fourth","second","2017",69,47.7333333333333,"svars"
"sodersjon","jkn","plot_117","fourth","second","2017",69,51.1166666666667,"taltt"
"sodersjon","jkn","plot_89","fourth","second","2017",69,88.9333333333333,"gardg"
"sodersjon","jkn","plot_89","fourth","second","2017",69,89.1,"blams"
"sodersjon","jkn","plot_89","fourth","second","2017",69,87.6333333333333,"lovse"
"sodersjon","jkn","plot_89","fourth","second","2017",69,87.8833333333333,"notva"
"sodersjon","jkn","plot_90","fourth","second","2017",69,121.183333333333,"bofik"
"sodersjon","jkn","plot_90","fourth","second","2017",69,121.533333333333,"koltt"
"sodersjon","jkn","plot_90","fourth","second","2017",69,125.416666666667,"kungl"
"sodersjon","jkn","plot_91","fourth","second","2017",69,157.35,"talge"
"sodersjon","jkn","plot_91","fourth","second","2017",69,157.6,"kungl"
"sodersjon","jkn","plot_91","fourth","second","2017",69,157.766666666667,"bofik"
"sodersjon","jkn","plot_91","fourth","second","2017",69,161.4,"tofss"
"sodersjon","jkn","plot_94","fourth","second","2017",69,229.083333333333,"bofik"
"sodersjon","jkn","plot_95","fourth","second","2017",69,191.15,"talge"
"sodersjon","jkn","plot_95","fourth","second","2017",69,192.716666666667,"taltt"
"sodersjon","jkn","plot_98","fourth","second","2017",69,265.033333333333,"lovse"
"sodersjon","jkn","plot_98","fourth","second","2017",69,265.266666666667,"kungl"
"sodersjon","jkn","plot_98","fourth","second","2017",69,266.5,"tofss"
"sodersjon","jkn","plot_98","fourth","second","2017",69,268.95,"bofik"
"sodersjon","jkn","plot_99","fourth","second","2017",69,299.8,"talla"
"sodersjon","jkn","plot_99","fourth","second","2017",69,300.183333333333,"tofss"
"sodersjon","jkn","plot_99","fourth","second","2017",69,300.433333333333,"bofik"
"stocksatra","jkn","plot_104","fifth","second","2018",69,54.5333333333333,"tofss"
"stocksatra","jkn","plot_104","fifth","second","2018",69,52.2333333333333,"bofik"
"stocksatra","jkn","plot_104","fifth","second","2018",69,51.4,"rodhe"
"stocksatra","jkn","plot_104","fifth","second","2018",69,50.85,"svars"
"kyrkstigen","jkn","plot_118","fifth","second","2018",69,313.633333333333,"no_obs"
"kyrkstigen","jkn","plot_122","fifth","second","2018",69,159.55,"talge"
"stocksatra","jkn","plot_123","fifth","second","2018",69,93.4666666666667,"trapa"
"stocksatra","jkn","plot_123","fifth","second","2018",69,93.5166666666667,"talge"
"stocksatra","jkn","plot_123","fifth","second","2018",69,93.6,"tofss"
"stocksatra","jkn","plot_123","fifth","second","2018",69,97.6166666666667,"blams"
"stocksatra","jkn","plot_125","fifth","second","2018",69,73.75,"bofik"
"stocksatra","jkn","plot_125","fifth","second","2018",69,73.3666666666667,"talge"
"ravsta","ses","plot_203","fourth","second","2018",69,284,"notsa"
"ravsta","ses","plot_203","fourth","second","2018",69,283.166666666667,"jarnv"
"ravsta","ses","plot_203","fourth","second","2018",69,279,"bofik"
"ravsta","ses","plot_203","fourth","second","2018",69,281,"talge"
"ravsta","ses","plot_203","fourth","second","2018",69,279,"grafe"
"ravsta","ses","plot_203","fourth","second","2018",69,282,"blams"
"hagaberg","ses","plot_204","fifth","second","2018",69,239,"lovse"
"hagaberg","ses","plot_204","fifth","second","2018",69,240,"blams"
"hagaberg","ses","plot_204","fifth","second","2018",69,240,"talge"
"hagaberg","ses","plot_204","fifth","second","2018",69,240,"svare"
"hagaberg","ses","plot_204","fifth","second","2018",69,241,"gardg"
"hagaberg","ses","plot_204","fifth","second","2018",69,239,"jarnv"
"hallsbo","ses","plot_205","fourth","second","2018",69,211,"talge"
"hallsbo","ses","plot_205","fourth","second","2018",69,214,"koltt"
"hallsbo","ses","plot_205","fourth","second","2018",69,212,"blams"
"hallsbo","ses","plot_205","fourth","second","2018",69,210,"kungl"
"hallsbo","ses","plot_205","fourth","second","2018",69,209,"svars"
"hallsbo","ses","plot_205","fourth","second","2018",69,209,"rodhe"
"hallsbo","ses","plot_206","fourth","second","2018",69,170,"tofss"
"hallsbo","ses","plot_206","fourth","second","2018",69,171,"stort"
"hallsbo","ses","plot_206","fourth","second","2018",69,172,"gardg"
"hallsbo","ses","plot_206","fourth","second","2018",69,173,"bofik"
"hallsbo","ses","plot_206","fourth","second","2018",69,169,"talge"
"hallsbo","ses","plot_206","fourth","second","2018",69,173,"svars"
"hallsbo","ses","plot_206","fourth","second","2018",69,173,"notva"
"hallsbo","ses","plot_206","fourth","second","2018",69,169,"blams"
"hallsbo","ses","plot_206","fourth","second","2018",69,169,"lovse"
"stocksatra","jkn","plot_46","fifth","second","2018",69,32.1666666666667,"talge"
"stocksatra","jkn","plot_46","fifth","second","2018",69,32.6166666666667,"bofik"
"stocksatra","jkn","plot_46","fifth","second","2018",69,34.4666666666667,"jarnv"
"stocksatra","jkn","plot_49","fifth","second","2018",69,121.466666666667,"trapa"
"stocksatra","jkn","plot_49","fifth","second","2018",69,121.033333333333,"gardg"
"stocksatra","jkn","plot_49","fifth","second","2018",69,123.983333333333,"svare"
"kyrkstigen","jkn","plot_50","fifth","second","2018",69,188.433333333333,"bofik"
"kyrkstigen","jkn","plot_50","fifth","second","2018",69,187.633333333333,"talge"
"kyrkstigen","jkn","plot_52","fifth","second","2018",69,208.3,"trapa"
"kyrkstigen","jkn","plot_52","fifth","second","2018",69,207.85,"tofss"
"kyrkstigen","jkn","plot_53","fifth","second","2018",69,226.483333333333,"talge"
"kyrkstigen","jkn","plot_53","fifth","second","2018",69,225.05,"svars"
"kyrkstigen","jkn","plot_53","fifth","second","2018",69,224.683333333333,"bofik"
"kyrkstigen","jkn","plot_55","fifth","second","2018",69,252.1,"talge"
"kyrkstigen","jkn","plot_55","fifth","second","2018",69,252.6,"rodhe"
"kyrkstigen","jkn","plot_55","fifth","second","2018",69,251.916666666667,"gardg"
"kyrkstigen","jkn","plot_56","fifth","second","2018",69,296.933333333333,"tofss"
"kyrkstigen","jkn","plot_56","fifth","second","2018",69,295.866666666667,"svare"
"kyrkstigen","jkn","plot_56","fifth","second","2018",69,295.716666666667,"talge"
"kyrkstigen","jkn","plot_58","fifth","second","2018",69,272.2,"svars"
"kyrkstigen","jkn","plot_58","fifth","second","2018",69,275.9,"talge"
"kyrkstigen","jkn","plot_60","fifth","second","2018",69,333.45,"bofik"
"kyrkstigen","jkn","plot_60","fifth","second","2018",69,333.266666666667,"kungl"
"kyrkstigen","jkn","plot_60","fifth","second","2018",69,333,"svars"
"kyrkstigen","jkn","plot_60","fifth","second","2018",69,333.966666666667,"gardg"
"kyrkstigen","jkn","plot_60","fifth","second","2018",69,334.75,"talge"
"hallsbo","ses","plot_205","first","second","2017",9,339,"blams"
"hallsbo","ses","plot_205","first","second","2017",9,336,"talla"
"hallsbo","ses","plot_205","first","second","2017",9,335,"svars"
"hallsbo","ses","plot_205","first","second","2017",9,335,"talge"
"hallsbo","ses","plot_205","first","second","2017",9,338,"bofik"
"hallsbo","ses","plot_206","first","second","2017",9,285,"notva"
"hallsbo","ses","plot_206","first","second","2017",9,287,"bofik"
"hallsbo","ses","plot_206","first","second","2017",9,288,"talge"
"hallsbo","ses","plot_206","first","second","2017",9,289,"tofss"
"hallsbo","ses","plot_206","first","second","2017",9,285,"grona"
"hallsbo","ses","plot_206","first","second","2017",9,285,"svars"
"hagaberg","ses","plot_204","first","second","2018",9,102,"talge"
"hagaberg","ses","plot_204","first","second","2018",9,102,"blams"
"hagaberg","ses","plot_204","first","second","2018",9,104,"bofik"
"hagaberg","ses","plot_204","first","second","2018",9,99,"svars"
"hagaberg","ses","plot_204","first","second","2018",9,99,"notsa"
"ravsta","ses","plot_211","first","second","2018",9,69,"bofik"
"ravsta","ses","plot_211","first","second","2018",9,68,"talge"
"ravsta","ses","plot_211","first","second","2018",9,64,"stort"
"ravsta","ses","plot_211","first","second","2018",9,64,"taltt"
"soderlejde","jkn","plot_12","third","second","2018",39,185.2,"blams"
"soderlejde","jkn","plot_12","third","second","2018",39,187.55,"talge"
"soderlejde","jkn","plot_13","third","second","2018",39,166.5,"no_obs"
"soderlejde","jkn","plot_17","third","second","2018",39,124.5,"talge"
"soderlejde","jkn","plot_19","third","second","2018",39,84.3166666666667,"no_obs"
"soderlejde","jkn","plot_20","third","second","2018",39,105.183333333333,"talge"
"soderlejde","jkn","plot_20","third","second","2018",39,103.366666666667,"kungl"
"soderlejde","jkn","plot_20","third","second","2018",39,103.016666666667,"svare"
"soderlejde","jkn","plot_23","third","second","2018",39,211.666666666667,"blams"
"soderlejde","jkn","plot_23","third","second","2018",39,207.133333333333,"trake"
"soderlejde","jkn","plot_23","third","second","2018",39,211.683333333333,"talge"
"soderlejde","jkn","plot_25","third","second","2018",39,26.3833333333333,"trake"
"soderlejde","jkn","plot_25","third","second","2018",39,26.6,"talge"
"soderlejde","jkn","plot_26","third","second","2018",39,234.583333333333,"lovse"
"soderlejde","jkn","plot_26","third","second","2018",39,233.983333333333,"talge"
"soderlejde","jkn","plot_26","third","second","2018",39,231.45,"blams"
"soderlejde","jkn","plot_26","third","second","2018",39,231.016666666667,"rodhe"
"soderlejde","jkn","plot_29","third","second","2018",39,9.06666666666667,"talge"
"soderlejde","jkn","plot_29","third","second","2018",39,12.9166666666667,"blams"
"soderlejde","jkn","plot_29","third","second","2018",39,13.75,"trapa"
"soderlejde","jkn","plot_29","third","second","2018",39,11.6,"kungl"
"soderlejde","jkn","plot_30","third","second","2018",39,256,"kungl"
"soderlejde","jkn","plot_30","third","second","2018",39,256.366666666667,"trake"
"soderlejde","jkn","plot_30","third","second","2018",39,259.216666666667,"talge"
"soderlejde","jkn","plot_30","third","second","2018",39,260.85,"svars"
"soderlejde","jkn","plot_30","third","second","2018",39,256.166666666667,"gardg"
"soderlejde","jkn","plot_31","third","second","2018",39,274.233333333333,"talge"
"soderlejde","jkn","plot_31","third","second","2018",39,278.116666666667,"trapa"
"halqved","jkn","plot_33","third","second","2018",39,64.5166666666667,"bofik"
"halqved","jkn","plot_33","third","second","2018",39,68.5,"rodhe"
"halqved","jkn","plot_36","third","second","2018",39,47.65,"talge"
"halqved","jkn","plot_36","third","second","2018",39,50.6666666666667,"lovse"
"halqved","jkn","plot_4","third","second","2018",39,305.316666666667,"blams"
"halqved","jkn","plot_4","third","second","2018",39,305.05,"bofik"
"halqved","jkn","plot_4","third","second","2018",39,304.933333333333,"kungl"
"soderlejde","jkn","plot_5","third","second","2018",39,152.666666666667,"rodhe"
"soderlejde","jkn","plot_5","third","second","2018",39,151.533333333333,"koltt"
"soderlejde","jkn","plot_5","third","second","2018",39,148.75,"kungl"
"halqved","jkn","plot_8","third","second","2018",39,330.25,"talge"
"halsingdal","jkn","plot_120","fourth","second","2017",70,3.85,"no_obs"
"halsingdal","jkn","plot_121","fourth","second","2017",70,239.3,"kungl"
"halsingdal","jkn","plot_61","fourth","second","2017",70,204.366666666667,"kungl"
"halsingdal","jkn","plot_61","fourth","second","2017",70,204.233333333333,"bofik"
"halsingdal","jkn","plot_61","fourth","second","2017",70,204.133333333333,"rodhe"
"halsingdal","jkn","plot_61","fourth","second","2017",70,204.016666666667,"gardg"
"halsingdal","jkn","plot_62","fourth","second","2017",70,167.383333333333,"kungl"
"halsingdal","jkn","plot_62","fourth","second","2017",70,167.116666666667,"tofss"
"halsingdal","jkn","plot_62","fourth","second","2017",70,167.65,"gardg"
"halsingdal","jkn","plot_62","fourth","second","2017",70,167.883333333333,"bofik"
"halsingdal","jkn","plot_62","fourth","second","2017",70,168.116666666667,"rodhe"
"halsingdal","jkn","plot_62","fourth","second","2017",70,172.066666666667,"koltt"
"halsingdal","jkn","plot_62","fourth","second","2017",70,171.883333333333,"trake"
"halsingdal","jkn","plot_64","fourth","second","2017",70,275.95,"svars"
"halsingdal","jkn","plot_64","fourth","second","2017",70,276.616666666667,"trake"
"halsingdal","jkn","plot_64","fourth","second","2017",70,277.266666666667,"talge"
"halsingdal","jkn","plot_64","fourth","second","2017",70,278.7,"kungl"
"halsingdal","jkn","plot_67","fourth","second","2017",70,130.1,"kungl"
"halsingdal","jkn","plot_67","fourth","second","2017",70,131.016666666667,"domhe"
"halsingdal","jkn","plot_68","fourth","second","2017",70,92.4666666666667,"bofik"
"halsingdal","jkn","plot_68","fourth","second","2017",70,93.5666666666667,"tofss"
"halsingdal","jkn","plot_68","fourth","second","2017",70,95.6666666666667,"talla"
"halsingdal","jkn","plot_68","fourth","second","2017",70,92.5333333333333,"svars"
"halsingdal","jkn","plot_69","fourth","second","2017",70,49.2333333333333,"dubbt"
"halsingdal","jkn","plot_69","fourth","second","2017",70,48.6333333333333,"talge"
"halsingdal","jkn","plot_69","fourth","second","2017",70,50.0666666666667,"bofik"
"halsingdal","jkn","plot_69","fourth","second","2017",70,46.7333333333333,"talla"
"ravsta","ses","plot_201","fourth","second","2018",70,190,"trapa"
"ravsta","ses","plot_201","fourth","second","2018",70,192,"bofik"
"ravsta","ses","plot_201","fourth","second","2018",70,192,"grona"
"ravsta","ses","plot_202","fourth","second","2018",70,245,"jarnv"
"ravsta","ses","plot_202","fourth","second","2018",70,245,"lovse"
"ravsta","ses","plot_202","fourth","second","2018",70,246,"talge"
"ravsta","ses","plot_202","fourth","second","2018",70,246,"rodhe"
"ravsta","ses","plot_202","fourth","second","2018",70,248,"kungl"
"ravsta","ses","plot_202","fourth","second","2018",70,244,"trake"
"ravsta","ses","plot_202","fourth","second","2018",70,244,"bofik"
"ravsta","ses","plot_210","fourth","second","2018",70,220,"trake"
"ravsta","ses","plot_210","fourth","second","2018",70,220,"bofik"
"ravsta","ses","plot_210","fourth","second","2018",70,224,"grafe"
"ravsta","ses","plot_210","fourth","second","2018",70,219,"grona"
"ravsta","ses","plot_211","fourth","second","2018",70,284,"bofik"
"ravsta","ses","plot_211","fourth","second","2018",70,284,"blams"
"ravsta","ses","plot_211","fourth","second","2018",70,285,"talge"
"brudgatan","jkn","plot_38","first","second","2017",10,74.1,"bofik"
"brudgatan","jkn","plot_38","first","second","2017",10,74.4,"talla"
"brudgatan","jkn","plot_38","first","second","2017",10,73.6166666666667,"grona"
"brudgatan","jkn","plot_38","first","second","2017",10,72.7166666666667,"rodhe"
"brudgatan","jkn","plot_38","first","second","2017",10,73.05,"taltt"
"brudgatan","jkn","plot_39","first","second","2017",10,129.366666666667,"bofik"
"brudgatan","jkn","plot_39","first","second","2017",10,127.033333333333,"talge"
"brudgatan","jkn","plot_42","first","second","2017",10,162.566666666667,"blams"
"brudgatan","jkn","plot_45","first","second","2017",10,205.2,"tofss"
"brudgatan","jkn","plot_45","first","second","2017",10,205.316666666667,"blams"
"brudgatan","jkn","plot_45","first","second","2017",10,202.333333333333,"rodhe"
"brudgatan","jkn","plot_45","first","second","2017",10,202.566666666667,"gardg"
"brudgatan","jkn","plot_45","first","second","2017",10,205.55,"kungl"
"brudgatan","jkn","plot_45","first","second","2017",10,202.75,"bofik"
"halqved","jkn","plot_1","first","second","2018",10,344.65,"blams"
"soderlejde","jkn","plot_12","first","second","2018",10,117.733333333333,"mindb"
"soderlejde","jkn","plot_13","first","second","2018",10,137.283333333333,"blams"
"soderlejde","jkn","plot_13","first","second","2018",10,136.9,"talge"
"soderlejde","jkn","plot_17","first","second","2018",10,180.383333333333,"no_obs"
"soderlejde","jkn","plot_19","first","second","2018",10,224.433333333333,"talge"
"soderlejde","jkn","plot_20","first","second","2018",10,205.066666666667,"talge"
"soderlejde","jkn","plot_20","first","second","2018",10,205.3,"bofik"
"soderlejde","jkn","plot_20","first","second","2018",10,207.033333333333,"blams"
"soderlejde","jkn","plot_20","first","second","2018",10,207.3,"tofss"
"soderlejde","jkn","plot_20","first","second","2018",10,204.55,"kungl"
"hallsbo","ses","plot_205","first","second","2018",10,123,"bofik"
"hallsbo","ses","plot_205","first","second","2018",10,122,"talge"
"hallsbo","ses","plot_205","first","second","2018",10,124,"tofss"
"hallsbo","ses","plot_205","first","second","2018",10,127,"gardg"
"hallsbo","ses","plot_206","first","second","2018",10,77,"talge"
"hallsbo","ses","plot_206","first","second","2018",10,81,"taltt"
"hallsbo","ses","plot_206","first","second","2018",10,82,"bofik"
"hallsbo","ses","plot_206","first","second","2018",10,79,"koltt"
"hallsbo","ses","plot_206","first","second","2018",10,82,"tofss"
"soderlejde","jkn","plot_23","first","second","2018",10,88.2166666666667,"talge"
"soderlejde","jkn","plot_25","first","second","2018",10,287.25,"blams"
"soderlejde","jkn","plot_26","first","second","2018",10,62.7833333333333,"stort"
"soderlejde","jkn","plot_26","first","second","2018",10,66.2,"rodhe"
"soderlejde","jkn","plot_26","first","second","2018",10,62.5333333333333,"koltt"
"soderlejde","jkn","plot_26","first","second","2018",10,64,"bofik"
"soderlejde","jkn","plot_26","first","second","2018",10,65.5333333333333,"domhe"
"soderlejde","jkn","plot_29","first","second","2018",10,304.5,"bofik"
"soderlejde","jkn","plot_29","first","second","2018",10,306.55,"talge"
"soderlejde","jkn","plot_29","first","second","2018",10,303.2,"kungl"
"soderlejde","jkn","plot_30","first","second","2018",10,39.45,"bofik"
"soderlejde","jkn","plot_30","first","second","2018",10,34.6333333333333,"notsa"
"soderlejde","jkn","plot_30","first","second","2018",10,36.6333333333333,"koltt"
"soderlejde","jkn","plot_31","first","second","2018",10,13.7,"blams"
"soderlejde","jkn","plot_31","first","second","2018",10,13.2833333333333,"tofss"
"soderlejde","jkn","plot_31","first","second","2018",10,13.4833333333333,"kungl"
"soderlejde","jkn","plot_31","first","second","2018",10,16.05,"talge"
"halqved","jkn","plot_33","first","second","2018",10,244.283333333333,"bofik"
"halqved","jkn","plot_33","first","second","2018",10,248.25,"kungl"
"halqved","jkn","plot_33","first","second","2018",10,243.65,"rodhe"
"halqved","jkn","plot_36","first","second","2018",10,265.633333333333,"rodhe"
"soderlejde","jkn","plot_5","first","second","2018",10,156.183333333333,"talge"
"kungshamn","ses","plot_301","second","second","2017",40,274,"kungl"
"kungshamn","ses","plot_301","second","second","2017",40,274,"tofss"
"ravsta","ses","plot_201","third","second","2018",40,201,"tofss"
"ravsta","ses","plot_201","third","second","2018",40,200,"svare"
"ravsta","ses","plot_201","third","second","2018",40,198,"dubbt"
"ravsta","ses","plot_202","third","second","2018",40,126,"koltt"
"ravsta","ses","plot_202","third","second","2018",40,127,"kungl"
"ravsta","ses","plot_202","third","second","2018",40,131,"blams"
"ravsta","ses","plot_202","third","second","2018",40,131,"rodhe"
"ravsta","ses","plot_203","third","second","2018",40,86,"svare"
"ravsta","ses","plot_203","third","second","2018",40,86,"blams"
"ravsta","ses","plot_203","third","second","2018",40,89,"notsa"
"ravsta","ses","plot_203","third","second","2018",40,89,"koltt"
"ravsta","ses","plot_203","third","second","2018",40,90,"talge"
"ravsta","ses","plot_203","third","second","2018",40,87,"bofik"
"ravsta","ses","plot_203","third","second","2018",40,88,"kungl"
